"","id","SITE","SPECIES","Myc","N","nyears","amb.rep","elev.rep","yi","vi","Experiment.Name","note","legumes","Source.Reference","Site.Name","Site.Name2","Species","Species2","Country","Latitude","Lat","Longitude","Lon","MAP","MAT","ph","CNr","totN.","CNr2","comment","comment2","map","PamountBray2","PamountBray","PamountBray09_new","P_ref","Age.at.start","ambco2","co2conc","Fumigation.type","Biome","System.Type","ESA_PAN","MODIS_PAN","CNwise","Ntot","NtotPerc","pHgrids","CEC","Pretention","PamountBray_GSDE","PamountBray09","PamountOlsen","PamountMehlich","PTot","PHO","ENa","Ktot","Ptot_ORNL","Plabile","Porg","Poccluded","Psecondary","Papatite","ClayPerc","MATcru","AGTcru0","AGTcru5","GDD","Alpha","PETcru","MAPcru","MAPmax","AETsplash","PETsplash2","waterlim","moisture","SolRad","Twarm","T_Day.range","Isothermality","T_seasonality","Tmax_warmestM","Tmin_coldestM","T_An.range","T_wettestQ","T_driestsQ","T_warmestQ","T_coldestQ","P_wettestM","P_driestM","P_seasonality","P_wettestQ","P_driestQ","P_warmestQ","P_coldestQ","MWD","MAPraw","MAP2","Age2","newN","Classification","deltaco2"
"1","Aspen_A-ECM_Nlow","Aspen","A","ECM","Nlow",11,3,3,0.29603085763985,0.00496277337027962,"FACTS II FACE3_pt_c","","","Talhelm et al., 2014","FACTS II FACE","FACTS II FACE","Populus tremuloides","P. tremuloides","USA",45.67,"N",-89.625,"W",810,4.9,5.5,12.45,0.12,NA,"Talhelm et al. 2014 (contains C), Talhelm pers comm (N and CN). N is in Mg/ha, so for %N I have used old values","","",925,925,64.2,"Dunbar et al. 2012 Table S2","1",370,532,"FACE","Temperate_Forest","Tree Stand","Temperate_Forest","Temperate_US",17,3.690000057,0.369000006,59,19,4,925,9.159999847,852,2840,500,2100,NA,188,426.0413513,30.09351921,185.2680664,120.2070923,50.57582474,39.89683914,10,7.751538539,15.07444467,18.81000027,1518,1.259971191,678.900004,789.8000107,1069.599976,797.0759277,797.0759277,1,0.990871739,12308.41699,17.50000016,11.55300019,26.98542492,1136.885789,23.23200035,-19.57999992,42.81200027,16.41200034,-10.52000002,17.50400035,-10.52000002,108,22,45.88381453,307,85,295,85,NA,"810",810,1,"Nlow","medium",0.363140483703374
"2","Aspen_AB-ECM_Nlow","Aspen","AB","ECM","Nlow",11,3,3,0.421393627439682,0.0130962311273343,"FACTS II FACE3_ptas_c","","","Talhelm et al., 2014","FACTS II FACE","FACTS II FACE","Populus tremuloides-Betula papyrifera","P. tremuloides-B. papyrifera","USA",45.67,"N",-89.625,"W",810,4.9,5.5,12.35,0.12,NA,"Talhelm et al. 2014 (contains C), Talhelm pers comm (N and CN). N is in Mg/ha, so for %N I have used old values","","",925,925,64.2,"Dunbar et al. 2012 Table S2","1",370,532,"FACE","Temperate_Forest","Tree Stand","Temperate_Forest","Temperate_US",17,3.690000057,0.369000006,59,19,4,925,9.159999847,852,2840,500,2100,NA,188,426.0413513,30.09351921,185.2680664,120.2070923,50.57582474,39.89683914,10,7.751538539,15.07444467,18.81000027,1518,1.259971191,678.900004,789.8000107,1069.599976,797.0759277,797.0759277,1,0.990871739,12308.41699,17.50000016,11.55300019,26.98542492,1136.885789,23.23200035,-19.57999992,42.81200027,16.41200034,-10.52000002,17.50400035,-10.52000002,108,22,45.88381453,307,85,295,85,NA,"810",810,1,"Nlow","medium",0.363140483703374
"3","DUKE_PITA-ECM_Nlow","DUKE","PITA","ECM","Nlow",9,3,3,0.189653473156549,0.0180149624217804,"DUKE_c","","","McCarthy et al., 2010","DUKE FACE","DUKE FACE","Pinus taeda","P. taeda","USA",35.98,"N",-79.1,"W",1140,15.5,5.75,23.6,0.07,NA,"Lichter et al. 2008","2005, elev, 0-15cm","",589,NA,7.3,"","13",380,570,"FACE","Temperate_Forest","Tree Stand","Temperate_Forest","Temperate_US",14,1.200000048,0.120000005,50,14,7,853,7.300000191,-999,1040,400,1800,NA,78,253.4999847,17.51226234,66.46611023,127.344696,33.86075592,8.316147804,15,17.58307721,17.58307721,18.84833364,3297,1.231355399,1168.800013,1108.600021,1524.600098,1139.556885,1139.556885,1,0.972834297,15124.33301,24.48333327,13.11566661,37.40493443,793.5546533,32.2480011,-2.815999985,35.06400108,24.50466665,10.18933336,24.50466665,4.840666721,110,80,10.60838144,316,261,316,276,NA,"1140",1140,13,"Nlow","medium",0.405465108108164
"4","Duke_Prototype_PITA-ECM_Nhigh","Duke_Prototype","PITA","ECM","Nhigh",1,3,3,0.2097179260176,0.0154449868997926,"DUKEprot_cf","","","McCarthy et al., 2010","Duke Prototype","Duke Prototype F","Pinus taeda","P. taeda","USA",35.95,"N",-79.15,"W",1140,15.5,NA,NA,NA,NA,"","","",589,NA,NA,"","13",380,570,"FACE","Temperate_Forest","Tree Stand","Temperate_Forest","Temperate_US",14,1.200000048,0.120000005,51,14,7,589,5.425000191,-999,1831,500,900,NA,62,253.4999847,17.51226234,66.46611023,127.344696,33.86075592,8.316147804,15,17.58076952,17.58076952,18.84583364,3297,1.231355399,1168.800013,1108.600021,1524.600098,1139.556885,1139.556885,1,0.972834297,15133.41699,24.58333333,13.15966674,37.49192915,793.2594074,32.38399887,-2.71600008,35.09999895,24.5673329,10.24800005,24.5673329,4.911333323,111,80,10.88735423,319,260,319,278,NA,"1140",1140,13,"Nhigh","high",0.405465108108164
"5","ORNL_SG-AM_Nlow","ORNL","SG","AM","Nlow",11,3,2,0.0146005385254565,0.000940260355630108,"ORNERP_liqui_c","Walker et al 2015: evidence for nitrogen fixation in the Oak Ridge experiment, and an increasing presence of Elaeagnus umbellata (an invasive actinorhizal N fixing shrub)","Y","Norby et al., 2010","ORNL FACE","ORNL FACE","Liquidambar styraciflua","L. styraciflua","USA",35.9,"N",-84.33,"W",1371,13.9,5.7,13.9,0.23,NA,"Iversen et al. 2012","elevated,  0-5 cm; bulk density=1.13 g/m3 (Table S1); N%=(2.63/1130)*100?","",484,484,4.494999886,"","10",380,550,"FACE","Temperate_Forest","Tree Stand","Temperate_Forest","Croplands",14,1.559999943,0.155999994,53,15,8,484,4.494999886,-999,2115,500,1000,NA,72,206.9999847,14.29995537,54.27410507,103.9856186,27.64960861,6.790700436,20,16.97692327,16.97692327,18.26666688,3197,1.189761952,1062.800018,1697.600029,1839.400024,1112.617554,1113.529541,0.999180994,1.524521772,14862.91699,24.18333371,13.62266673,37.83653715,814.1352211,31.89999962,-4.104000092,36.00399971,13.79533315,19.84133355,23.90933323,3.779333313,131,77,14.24670378,345,261,320,320,NA,"1371",1371,10,"Nlow","medium",0.369747025506085
"6","PopFACE_alba-mixed_Nhigh","PopFACE","alba","ECM","Nhigh",2,3,3,0.226685054608428,0.0134568083459063,"POPFACE_pa_c","","","Gielen et al., 2005","POPFACE","POPFACE","Populus alba","P. alba","Italy",42.37,"N",11.8,"E",1750,14.1,4.89,10.42,0.1,NA,"Hoosbeek et al. 2004","Elev, after 2 years (2001) 0-10cm","",510,510,17,"Lagomarsino et al. 2008 POP_EUROFACE_P_Olsen.xlsx","1",385,550,"FACE","Temperate_Forest","Tree Stand","Cropland","Croplands",12,1.909999967,0.190999997,77,24,11,510,4.954999924,NA,NA,1000,NA,NA,57,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858,31,18.64384652,18.64384652,18.64384652,3521,1.25999999,1101.400026,2777.700075,963.4000244,674.6030884,1228.586548,1,0.432529566,14683.66699,22.9666667,9.892666757,36.86341834,635.5609722,28.61199951,1.776000023,26.83599949,11.65600002,22.91533343,22.91533343,7.668666641,55,8,39.75196225,150,45,45,132,0,"watered",963.4000244,1,"Nhigh","high",0.356674943938732
"7","PopFACE_eur-mixed_Nhigh","PopFACE","eur","ECM","Nhigh",2,3,3,0.291373762079697,0.00139708925143695,"POPFACE_pe_c","","","Gielen et al., 2005","POPFACE","POPFACE","Populus euramericana","P. euramericana","Italy",42.37,"N",11.8,"E",1750,14.1,4.89,9.55,0.1,NA,"Hoosbeek et al. 2004","Elev, after 2 years (2001) 0-10cm","",510,510,17,"Lagomarsino et al. 2008 POP_EUROFACE_P_Olsen.xlsx","1",385,550,"FACE","Temperate_Forest","Tree Stand","Cropland","Croplands",12,1.909999967,0.190999997,77,24,11,510,4.954999924,NA,NA,1000,NA,NA,57,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858,31,18.64384652,18.64384652,18.64384652,3521,1.25999999,1101.400026,2777.700075,963.4000244,674.6030884,1228.586548,1,0.432529566,14683.66699,22.9666667,9.892666757,36.86341834,635.5609722,28.61199951,1.776000023,26.83599949,11.65600002,22.91533343,22.91533343,7.668666641,55,8,39.75196225,150,45,45,132,0,"watered",963.4000244,1,"Nhigh","high",0.356674943938732
"8","PopFACE_nigra-mixed_Nhigh","PopFACE","nigra","ECM","Nhigh",2,3,3,0.166533544378467,0.000725862546533828,"POPFACE_pn_c","","","Gielen et al., 2005","POPFACE","POPFACE","Populus nigra","P. nigra","Italy",42.37,"N",11.8,"E",1750,14.1,4.89,9.88,0.1,NA,"Hoosbeek et al. 2004","Elev, after 2 years (2001) 0-10cm","",510,510,17,"Lagomarsino et al. 2008 POP_EUROFACE_P_Olsen.xlsx","1",385,550,"FACE","Temperate_Forest","Tree Stand","Cropland","Croplands",12,1.909999967,0.190999997,77,24,11,510,4.954999924,NA,NA,1000,NA,NA,57,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858,31,18.64384652,18.64384652,18.64384652,3521,1.25999999,1101.400026,2777.700075,963.4000244,674.6030884,1228.586548,1,0.432529566,14683.66699,22.9666667,9.892666757,36.86341834,635.5609722,28.61199951,1.776000023,26.83599949,11.65600002,22.91533343,22.91533343,7.668666641,55,8,39.75196225,150,45,45,132,0,"watered",963.4000244,1,"Nhigh","high",0.356674943938732
"9","Antwerp_OTC_P.sylvestris-ECM_Nlow","Antwerp_OTC","P.sylvestris","ECM","Nlow",3,2,2,0.492917000749548,0.0468995491596609,"UA_OTC_c","","","Janssens et al., 2005","Antwerp OTC","Antwerp OTC","Pinus sylvestris","P. sylvestris","Belgium",51.17,"N",4.38,"E",770,12,NA,NA,0.12,NA,"Ivan: November","","",940,940,8.930000305,"","3",380,780,"OTC","Temperate_Forest","Tree Stand","Cropland","Other",-9,-9,-0.9,57,13,4,940,8.930000305,NA,NA,500,NA,0.099999994,156,321.8891602,34.7212944,49.01543808,69.44468689,16.98644829,151.721283,12,14.62846169,14.62846169,15.51416683,1800,1.259851038,763.2000043,757.900012,1054.400024,766.6369019,766.6369629,0.99999992,0.988603536,9821.75,17.48333343,6.81400008,31.41250289,559.9508494,20.84399986,-0.84799999,21.69199985,7.553333402,6.542000026,17.59600019,3.897333324,77,50,13.76748949,225,165,210,192,NA,"770",770,3,"Nlow","low",0.719122666963206
"10","Bangor_Alnus-ECM/AM_Nlow","Bangor","Alnus","ECM","Nlow",4,4,4,0.250586529054368,0.00670831011660164,"BangorFACE_c","species grown in monoculture","","Smith et al., 2013 pers comm","BangorFACE","BangorFACE","Alnus glutinosa","A. glutinosa","UK",53.23,"N",-4.02,"W",1034,11.5,4.6,9.6,0.26,NA,"pers.comm (BangorFACE Soil CN 2008.xls) Also in Hoosbeek et al. 2011 Fig 1: Check for %N","elev 2008","",1212,NA,11.975,"","seedlings",380,580,"FACE","Temperate_Forest","Tree Stand","Grassland","Grasslands",14,2.589999914,0.258999991,56,24,5,NA,NA,NA,NA,NA,NA,0.182838082,NA,394.1975708,48.70565033,160.2671814,89.78244019,28.26911926,67.17318726,17,13.77923092,13.77923092,14.58583351,1524,1.25999999,567.4000181,1110.200029,1617.5,577.9418335,577.9418335,1,1.92095461,9526.583008,13.9333334,6.32958329,36.56604824,409.2123047,17.04000092,-0.270000011,17.31000093,6.808333278,9.9599998,13.77250004,3.92916669,140,66,25.56205531,397,208,241,335,NA,"1034",1034,0,"Nhigh","high",0.422856850820034
"11","Bangor_Betula_pendula-ECM_Nlow","Bangor","Betula_pendula","ECM","Nlow",4,4,4,0.146320008054403,0.0190783110089115,"BangorFACE_c","species grown in monoculture","","Smith et al., 2013 pers comm","BangorFACE","BangorFACE","Betula pendula","B. pendula","UK",53.23,"N",-4.02,"W",1034,11.5,4.6,9.4,0.26,NA,"pers.comm (BangorFACE Soil CN 2008.xls) Also in Hoosbeek et al. 2011","elev 2008","",1212,NA,11.975,"","seedlings",380,580,"FACE","Temperate_Forest","Tree Stand","Grassland","Grasslands",14,2.589999914,0.258999991,56,24,5,NA,NA,NA,NA,NA,NA,0.182838082,NA,394.1975708,48.70565033,160.2671814,89.78244019,28.26911926,67.17318726,17,13.77923092,13.77923092,14.58583351,1524,1.25999999,567.4000181,1110.200029,1617.5,577.9418335,577.9418335,1,1.92095461,9526.583008,13.9333334,6.32958329,36.56604824,409.2123047,17.04000092,-0.270000011,17.31000093,6.808333278,9.9599998,13.77250004,3.92916669,140,66,25.56205531,397,208,241,335,NA,"1034",1034,0,"Nhigh","high",0.422856850820034
"12","Bangor_Fagus-ECM_Nlow","Bangor","Fagus","ECM","Nlow",4,4,4,0.199565119644333,0.0641568910090007,"BangorFACE_c","species grown in monoculture","","Smith et al., 2013 pers comm","BangorFACE","BangorFACE","Fagus sylvatica","F. sylvatica","UK",53.23,"N",-4.02,"W",1034,11.5,4.6,10.4,0.26,NA,"pers.comm (BangorFACE Soil CN 2008.xls) Also in Hoosbeek et al. 2011","elev 2008","",1212,NA,11.975,"","seedlings",380,580,"FACE","Temperate_Forest","Tree Stand","Grassland","Grasslands",14,2.589999914,0.258999991,56,24,5,NA,NA,NA,NA,NA,NA,0.182838082,NA,394.1975708,48.70565033,160.2671814,89.78244019,28.26911926,67.17318726,17,13.77923092,13.77923092,14.58583351,1524,1.25999999,567.4000181,1110.200029,1617.5,577.9418335,577.9418335,1,1.92095461,9526.583008,13.9333334,6.32958329,36.56604824,409.2123047,17.04000092,-0.270000011,17.31000093,6.808333278,9.9599998,13.77250004,3.92916669,140,66,25.56205531,397,208,241,335,NA,"1034",1034,0,"Nhigh","high",0.422856850820034
"13","BCI_tropical_trees-AM_Nhigh","BCI","tropical_trees","AM","Nhigh",0.23,4,4,0.244690629827358,0.0960931815543166,"","","","Winter & Lovelock 1999","BCI","BCI","Mixed tropical trees","trop trees","Panama",9.15,"N",-79.85,"W",1750,30,5.1,7,0.523,NA,"max","","",808,NA,2.2,"Wright et al. 2011 Table 1","seedlings",380,720,"OTC","Tropical_Forest","Tree Stand","","",-1,-1,-0.1,51,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,24.91923115,24.91923115,24.91923115,7634,1.25999999,1314.400021,2777.700075,3070.900146,1486.179443,1681.276611,1,1.652137463,19279.08398,27.31666724,6.094333331,74.43006272,66.19232786,30.76000023,22.5720005,8.187999725,26.06133334,26.5660003,27.37133312,25.75,391,16,66.07387958,935,83,449,733,0,"watered",3070.900146,0,NA,NA,0.63907995928967
"14","BCI2-grass_tropical_grass-AM_Nlow","BCI2-grass","tropical_grass","AM","Nlow",1.5,2,2,0.255933374137201,0.0249902445369407,"","","","Wurth et al. 1998","BCI","BCI2","Pharus latifolius","P. latifolius","Panama",9.15,"N",-79.85,"W",2600,27,6.3,NA,0.0114,9.65,"Soils are slightly acidic oxisols (pH 6á3) derived from basaltic bedrock (Dietrich, Windsor & Dunne 1992), are silty in texture and low in extractable nutrients","plant growth in deep shade is commonly not nutrient limited","",455,NA,2.2,"Wright et al. 2011 Table 1","intact",414,713,"G","Grassland","Grassland","","",-1,-1,-0.1,51,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,24.91923115,24.91923115,24.91923115,7634,1.134399648,1314.400021,2777.700075,3070.900146,1486.179443,1681.276611,0.883958912,1.652137463,19279.08398,27.31666724,6.094333331,74.43006272,66.19232786,30.76000023,22.5720005,8.187999725,26.06133334,26.5660003,27.37133312,25.75,391,16,66.07387958,935,83,449,733,NA,"2600",2600,50,NA,NA,0.543615446588982
"15","BCI2-shrubs_tropical_shrubs-AM_Nlow","BCI2-shrubs","tropical_shrubs","AM","Nlow",1.5,2,2,0.515495575516384,0.0325013152995797,"","","","Wurth et al. 1998","BCI","BCI2","Piper cordulatum, Psychotria limonensis","P.cordulatum - P. limonensis","Panama",9.15,"N",-79.85,"W",2600,27,6.3,NA,0.0114,9.65,"Soils are slightly acidic oxisols (pH 6á3) derived from basaltic bedrock (Dietrich, Windsor & Dunne 1992), are silty in texture and low in extractable nutrients","plant growth in deep shade is commonly not nutrient limited","",455,NA,2.2,"Wright et al. 2011 Table 1","intact",414,713,"G","Shrubland","Shrubland","","",-1,-1,-0.1,51,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,24.91923115,24.91923115,24.91923115,7634,1.134399648,1314.400021,2777.700075,3070.900146,1486.179443,1681.276611,0.883958912,1.652137463,19279.08398,27.31666724,6.094333331,74.43006272,66.19232786,30.76000023,22.5720005,8.187999725,26.06133334,26.5660003,27.37133312,25.75,391,16,66.07387958,935,83,449,733,NA,"2600",2600,50,NA,NA,0.543615446588982
"16","BCI2-trees_tropical_trees-AM_Nlow","BCI2-trees","tropical_trees","AM","Nlow",0.58,2,2,0.303176632893556,0.00807912015797562,"","","","Wurth et al. 1998","BCI","BCI2","Beilschmiedia pendula, Tachigalia versicolor","B.pendula - T.versicolor","Panama",9.15,"N",-79.85,"W",2600,27,6.3,NA,0.0114,9.65,"Soils are slightly acidic oxisols (pH 6á3) derived from basaltic bedrock (Dietrich, Windsor & Dunne 1992), are silty in texture and low in extractable nutrients","plant growth in deep shade is commonly not nutrient limited","",455,NA,2.2,"Wright et al. 2011 Table 1","seedlings",414,713,"G","Tropical_Forest","Tree Stand","","",-1,-1,-0.1,51,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,24.91923115,24.91923115,24.91923115,7634,1.134399648,1314.400021,2777.700075,3070.900146,1486.179443,1681.276611,0.883958912,1.652137463,19279.08398,27.31666724,6.094333331,74.43006272,66.19232786,30.76000023,22.5720005,8.187999725,26.06133334,26.5660003,27.37133312,25.75,391,16,66.07387958,935,83,449,733,NA,"2600",2600,0,NA,NA,0.543615446588982
"17","BCI3_Copaifera aromatica (leguminous)-AM_Nlow","BCI3","Copaifera aromatica (leguminous)","AM","Nlow",0.14,2,2,0.280713403135687,0.0215309352029114,"","","","Lovelock et al. 1999a Biotropica","BCI","BCI3","Copaifera aromatica","C. aromatica","Panama",9.15,"N",-79.85,"W",1750,33,6.24,9.65,0.523,NA,"Dieter et al. 2010","Soil was collected locally and mixed with sand ( 2:1 mix) to improve drainage","",455,NA,2.2,"Wright et al. 2011 Table 1","seedlings",386,861,"OTC","Tropical_Forest","Tree Stand","","",-1,-1,-0.1,51,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,24.91923115,24.91923115,24.91923115,7634,1.25999999,1314.400021,2777.700075,3070.900146,1486.179443,1681.276611,1,1.652137463,19279.08398,27.31666724,6.094333331,74.43006272,66.19232786,30.76000023,22.5720005,8.187999725,26.06133334,26.5660003,27.37133312,25.75,391,16,66.07387958,935,83,449,733,0,"watered",3070.900146,0,NA,NA,0.8022571349629
"18","BCI4_Beilschmiedia pendula-AM_Nlow","BCI4","Beilschmiedia pendula","AM","Nlow",0.38,2,2,0.284931039079891,0.037006025323493,"","","","Lovelock et al., 1996","BCI","BCI4","Beilschmiedia pendula","B. pendula","Panama",9.16,"N",-79.85,"W",1750,29,6.24,9.65,0.523,NA,"Dieter et al. 2010","2:1 mix of red clay obtained from 30-100cm below the soil surface close to the lab and washed river sand","",808,NA,2.2,"Wright et al. 2011 Table 1","seedlings",380,790,"OTC","Tropical_Forest","Tree Stand","","",-1,-1,-0.1,50,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,24.92000038,24.92000038,24.92000038,7634,1.25999999,1314.400021,2777.700075,3070.900146,1486.179443,1681.276611,1,1.652137463,19279.08398,27.11666648,6.094333331,74.43006272,66.19232786,30.76000023,22.5720005,8.187999725,26.06133334,26.5660003,27.37133312,25.75,391,16,66.07387958,935,83,449,733,0,"watered",3070.900146,0,NA,NA,0.731861692740636
"19","BioCON_nolegumes_mixed-AM_Nhigh","BioCON_nolegumes","mixed","AM","Nhigh",13,3,3,0.156051738382793,0.0246696057530372,"BioCON_f","","Y","Reich & Hobbie 2013","BioCON","BioCON F","perennial grassland, legumes excluded","grassland","USA",45.4,"N",-93.2,"W",679,5.6,5.09,10.054,0.078,NA,"fert","BioCON_Cnratio.R 2002 Elev","pH",1916,1916,46.5,"Johnson et al. 2010 PNAS Cedar Creek","1",360,560,"FACE","Grassland","Grassland","Cropland","Croplands",15,6.940000057,0.694000006,63,21,1,1916,18.00499916,-999,-999,300,-999,NA,61,321.8891602,34.7212944,49.01543808,69.44468689,16.98644829,151.721283,10,10.4153846,17.92222226,19.82500004,2079,1.210642159,944.0000176,722.2000074,978.5,890.5700073,891.2593384,0.999226565,0.810314099,12788.58301,20.44999997,11.4556666,25.44120688,1210.668446,26.36400032,-18.66399956,45.02799988,20.42266703,-9.460666716,20.42266703,-9.460666716,112,20,52.79255834,312,68,312,68,NA,"679",679,1,"Nlow","low",0.441832752279039
"20","BioCON_nolegumes_mixed-AM_Nlow","BioCON_nolegumes","mixed","AM","Nlow",13,3,3,0.0614471142694601,0.0281895327565556,"BioCON_c","","Y","Reich & Hobbie 2013","BioCON","BioCON","perennial grassland, legumes excluded","grassland","USA",45.4,"N",-93.2,"W",679,5.6,5.09,10.248,0.079,NA,"http://www.cedarcreek.umn.edu/research/data/dataset?ne141&_ga=1.235540801.1113670167.1459413033","BioCON_Cnratio.R 2002 Elev","pH",1916,1916,46.5,"Johnson et al. 2010 PNAS Cedar Creek","1",360,560,"FACE","Grassland","Grassland","Cropland","Croplands",15,6.940000057,0.694000006,63,21,1,1916,18.00499916,-999,-999,300,-999,NA,61,321.8891602,34.7212944,49.01543808,69.44468689,16.98644829,151.721283,10,10.4153846,17.92222226,19.82500004,2079,1.210642159,944.0000176,722.2000074,978.5,890.5700073,891.2593384,0.999226565,0.810314099,12788.58301,20.44999997,11.4556666,25.44120688,1210.668446,26.36400032,-18.66399956,45.02799988,20.42266703,-9.460666716,20.42266703,-9.460666716,112,20,52.79255834,312,68,312,68,NA,"679",679,1,"Nlow","low",0.441832752279039
"21","Braunschweig FACE F_barley-AM_Nhigh","Braunschweig FACE F","barley","AM","Nhigh",2,2,2,0.152448489461789,0.0244972110157295,"","","","Weigel & Manderscheid, 2012","Braunschweig","Braunschweig FACE F","Hordeum vulgare","H. vulgare","Germany",52.3,"N",10.43,"E",287,13.2,6.4,10.8,0.09,NA,"Anderson et al. 2011","","",2153,2153,20.92000008,"","seedlings",400,600,"FACE","Cropland","Agricultural","","",11,2.109999895,0.21099999,65,18,1,2153,20.92000008,533,1332,500,1000,0.179999992,158,272.3787231,19.74278259,67.55552673,102.826088,30.9780159,51.27628708,17,13.30000031,13.30000031,16.54000042,1607,1.180270404,687.4000156,554.3000128,877.7000122,692.5028076,692.6410522,0.999800409,0.800270228,9811.25,17.16666683,7.859999977,30.89622568,639.1806875,21.22800064,-4.211999893,25.44000053,17.23466651,4.803333228,17.23466651,1.558666597,70,37,16.03016671,189,132,189,142,NA,"287",287,0,NA,NA,0.405465108108164
"22","Braunschweig FACE F_beet-AM_Nhigh","Braunschweig FACE F","beet","AM","Nhigh",2,2,2,0.191915167359772,0.0244972110157295,"","","","Weigel & Manderscheid, 2012","Braunschweig","Braunschweig FACE F","Beta vulgaris ","B. vulgaris ","Germany",52.3,"N",10.43,"E",506,14.6,6.4,10.8,0.09,NA,"Anderson et al. 2011","","",2153,2153,20.92000008,"","seedlings",400,600,"FACE","Cropland","Agricultural","","",11,2.109999895,0.21099999,65,18,1,2153,20.92000008,533,1332,500,1000,0.179999992,158,272.3787231,19.74278259,67.55552673,102.826088,30.9780159,51.27628708,17,13.30000031,13.30000031,16.54000042,1607,1.180270404,687.4000156,554.3000128,877.7000122,692.5028076,692.6410522,0.999800409,0.800270228,9811.25,17.16666683,7.859999977,30.89622568,639.1806875,21.22800064,-4.211999893,25.44000053,17.23466651,4.803333228,17.23466651,1.558666597,70,37,16.03016671,189,132,189,142,NA,"506",506,0,NA,NA,0.405465108108164
"23","Braunschweig FACE F_grass-AM_Nhigh","Braunschweig FACE F","grass","AM","Nhigh",2,2,2,0.0956289715988773,0.0244972110157295,"","","","Weigel & Manderscheid, 2012","Braunschweig","Braunschweig FACE F","Lolium multiflorum ","L. multiflorum ","Germany",52.3,"N",10.43,"E",287,13.2,6.4,10.8,0.09,NA,"Anderson et al. 2011","","",2153,2153,20.92000008,"","seedlings",400,600,"FACE","Cropland","Agricultural","","",11,2.109999895,0.21099999,65,18,1,2153,20.92000008,533,1332,500,1000,0.179999992,158,272.3787231,19.74278259,67.55552673,102.826088,30.9780159,51.27628708,17,13.30000031,13.30000031,16.54000042,1607,1.180270404,687.4000156,554.3000128,877.7000122,692.5028076,692.6410522,0.999800409,0.800270228,9811.25,17.16666683,7.859999977,30.89622568,639.1806875,21.22800064,-4.211999893,25.44000053,17.23466651,4.803333228,17.23466651,1.558666597,70,37,16.03016671,189,132,189,142,NA,"287",287,0,NA,NA,0.405465108108164
"24","Braunschweig FACE F_wheat-AM_Nhigh","Braunschweig FACE F","wheat","AM","Nhigh",2,2,2,0.0568315794074275,0.0244972110157295,"","","","Weigel & Manderscheid, 2012","Braunschweig","Braunschweig FACE F","Triticum aestivum","T. aestivum","Germany",52.3,"N",10.43,"E",401.5,12.6,6.4,10.8,0.09,NA,"Anderson et al. 2011","","",2153,2153,20.92000008,"","seedlings",400,600,"FACE","Cropland","Agricultural","","",11,2.109999895,0.21099999,65,18,1,2153,20.92000008,533,1332,500,1000,0.179999992,158,272.3787231,19.74278259,67.55552673,102.826088,30.9780159,51.27628708,17,13.30000031,13.30000031,16.54000042,1607,1.180270404,687.4000156,554.3000128,877.7000122,692.5028076,692.6410522,0.999800409,0.800270228,9811.25,17.16666683,7.859999977,30.89622568,639.1806875,21.22800064,-4.211999893,25.44000053,17.23466651,4.803333228,17.23466651,1.558666597,70,37,16.03016671,189,132,189,142,NA,"401.5",401.5,0,NA,NA,0.405465108108164
"25","Braunschweig FACE FF_barley-AM_Nhigh","Braunschweig FACE FF","barley","AM","Nhigh",2,2,2,0.119997375174625,0.0244972110157295,"","","","Weigel & Manderscheid, 2012","Braunschweig","Braunschweig FACE FF","Hordeum vulgare","H. vulgare","Germany",52.3,"N",10.43,"E",287,13.2,6.34,10.65,0.092,NA,"Anderson et al. 2011","","",2153,2153,20.92000008,"","seedlings",400,600,"FACE","Cropland","Agricultural","","",11,2.109999895,0.21099999,65,18,1,2153,20.92000008,533,1332,500,1000,0.179999992,158,272.3787231,19.74278259,67.55552673,102.826088,30.9780159,51.27628708,17,13.30000031,13.30000031,16.54000042,1607,1.180270404,687.4000156,554.3000128,877.7000122,692.5028076,692.6410522,0.999800409,0.800270228,9811.25,17.16666683,7.859999977,30.89622568,639.1806875,21.22800064,-4.211999893,25.44000053,17.23466651,4.803333228,17.23466651,1.558666597,70,37,16.03016671,189,132,189,142,NA,"287",287,0,NA,NA,0.405465108108164
